timestep ID X Y
218 1 1.29748 7.871770000000001
219 1 1.30771 7.72562
220 1 1.3256899999999998 7.581860000000001
221 1 1.34659 7.454930000000001
222 1 1.3487799999999999 7.34659
223 2 0.731514 7.66597
223 1 1.33482 7.24252
224 1 1.31186 7.12758
224 2 0.736073 7.524109999999999
225 1 1.2852000000000001 6.99968
225 2 0.747077 7.39415
226 1 1.25346 6.86972
226 2 0.747886 7.2734000000000005
227 1 1.2189100000000002 6.73941
227 3 1.3856899999999999 7.73933
227 2 0.7309789999999999 7.15754
228 2 0.7062930000000001 7.03337
228 3 1.37814 7.6305499999999995
228 1 1.18762 6.61854
229 3 1.37744 7.51715
229 1 1.16925 6.49029
229 2 0.689793 6.89952
230 2 0.666954 6.75221
230 3 1.37839 7.393579999999999
230 5 0.48328000000000004 7.86346
230 1 1.17264 6.3658
231 3 1.38546 7.2715499999999995
231 5 0.483529 7.75447
231 1 1.17879 6.23558
231 2 0.642006 6.602580000000001
232 3 1.39899 7.14732
232 2 0.621976 6.461950000000001
232 5 0.483055 7.63787
232 1 1.1913200000000002 6.09609
233 2 0.609274 6.3296600000000005
233 3 1.4191 7.02319
233 5 0.481962 7.52558
233 1 1.20732 5.956119999999999
234 5 0.47983600000000004 7.42163
234 3 1.43923 6.89684
234 2 0.603631 6.18864
234 1 1.21725 5.82533
235 5 0.48078699999999996 7.31485
235 2 0.616151 6.0461
235 1 1.21847 5.70669
235 3 1.46323 6.765969999999999
236 2 0.626547 5.89412
236 3 1.47884 6.62981
236 5 0.490021 7.2144
236 1 1.20821 5.599679999999999
237 3 1.4817500000000001 6.49417
237 5 0.5035799999999999 7.12458
237 1 1.19127 5.48731
237 2 0.6405540000000001 5.73185
238 2 0.65777 5.567089999999999
238 3 1.47943 6.35533
238 5 0.5208200000000001 7.02862
238 1 1.16902 5.37074
239 2 0.675343 5.413189999999999
239 5 0.537768 6.92163
239 3 1.4809800000000002 6.21426
239 4 1.5191999999999999 7.856660000000001
239 1 1.14022 5.24898
240 3 1.4886000000000001 6.083780000000001
240 1 1.11413 5.124210000000001
240 4 1.5031899999999998 7.7645100000000005
240 5 0.555304 6.80821
240 2 0.673245 5.264679999999999
241 3 1.48869 5.96381
241 4 1.4833 7.66651
241 2 0.653113 5.12456
241 1 1.09455 4.99857
241 5 0.571759 6.69812
242 2 0.629866 4.989599999999999
242 3 1.49017 5.85341
242 1 1.0841 4.87128
242 5 0.586807 6.59623
242 4 1.45904 7.568
243 3 1.4946799999999998 5.738379999999999
243 1 1.08328 4.74452
243 5 0.6019749999999999 6.497240000000001
243 4 1.43654 7.47799
243 2 0.613772 4.84639
243 7 0.479068 7.86484
244 2 0.593418 4.69178
244 3 1.5019 5.61548
244 4 1.42157 7.39503
244 5 0.614185 6.40187
244 7 0.457455 7.75294
244 1 1.09044 4.617850000000001
245 1 1.10256 4.4894099999999995
245 7 0.430706 7.644539999999999
245 3 1.50874 5.4919
245 4 1.4194900000000001 7.32058
245 2 0.566345 4.5362599999999995
245 5 0.612809 6.29608
246 7 0.403304 7.547859999999999
246 5 0.61487 6.19488
246 1 1.1219700000000001 4.36175
246 6 1.03943 7.79659
246 2 0.540723 4.39316
246 4 1.42767 7.245349999999999
246 3 1.50819 5.365539999999999
247 7 0.38408200000000003 7.460979999999999
247 5 0.618026 6.08307
247 6 1.03005 7.71037
247 3 1.5021700000000002 5.23587
247 1 1.13917 4.23639
247 2 0.525193 4.24847
247 4 1.43883 7.159
248 6 1.01282 7.61865
248 7 0.3786 7.38251
248 1 1.15257 4.11371
248 2 0.515659 4.11326
248 4 1.44948 7.06382
248 5 0.62064 5.9637199999999995
248 3 1.48913 5.10198
249 5 0.618667 5.84445
249 6 0.9920310000000001 7.52187
249 2 0.512147 3.9936599999999998
249 7 0.38028 7.3
249 4 1.46317 6.958279999999999
249 3 1.4701300000000002 4.95934
249 1 1.1482299999999999 3.99487
250 2 0.512262 3.87596
250 3 1.44136 4.82571
250 24 0.25828 7.80289
250 7 0.38499 7.20703
250 5 0.6194270000000001 5.73088
250 6 0.969827 7.42198
250 1 1.13927 3.88002
250 4 1.47961 6.854539999999999
251 4 1.4963499999999998 6.75529
251 6 0.9446939999999999 7.32138
251 3 1.4092799999999999 4.696429999999999
251 2 0.515914 3.74836
251 5 0.616954 5.62153
251 7 0.390471 7.10401
251 24 0.229839 7.73607
251 1 1.12731 3.7643400000000002
252 2 0.521462 3.6108300000000004
252 4 1.50765 6.661079999999999
252 24 0.20627600000000001 7.65607
252 3 1.3911600000000002 4.56767
252 1 1.10755 3.64275
252 5 0.617273 5.5139
252 7 0.40460700000000005 6.99672
252 6 0.9183929999999999 7.22344
253 4 1.5075899999999998 6.57087
253 1 1.08409 3.5172000000000003
253 5 0.6242519999999999 5.409059999999999
253 3 1.4006399999999999 4.44693
253 6 0.896988 7.12913
253 2 0.524143 3.47042
253 7 0.420577 6.891470000000001
253 24 0.177414 7.56183
254 1 1.06161 3.38875
254 4 1.5029 6.48899
254 2 0.511836 3.3236000000000003
254 3 1.4161000000000001 4.3214999999999995
254 24 0.138769 7.45664
254 7 0.433282 6.79178
254 6 0.885275 7.03917
254 5 0.63002 5.30389
255 2 0.48184800000000005 3.17901
255 1 1.05487 3.25417
255 7 0.44109499999999996 6.69946
255 3 1.43089 4.1939
255 4 1.49221 6.406230000000001
255 5 0.635953 5.196140000000001
255 6 0.88871 6.95062
255 24 0.102296 7.35576
256 6 0.8990659999999999 6.85974
256 24 0.0785991 7.26428
256 4 1.48316 6.31292
256 3 1.4440899999999999 4.0613
256 7 0.437858 6.61276
256 2 0.441709 3.0470699999999997
256 1 1.06239 3.12207
256 5 0.640753 5.0891399999999996
257 24 0.072772 7.179729999999999
257 4 1.46917 6.20914
257 3 1.4543100000000002 3.9178100000000002
257 6 0.9111969999999999 6.759930000000001
257 7 0.42883000000000004 6.52286
257 1 1.07555 2.99288
257 5 0.649161 4.9813600000000005
257 2 0.403362 2.91148
258 2 0.372975 2.76151
258 6 0.925897 6.65297
258 24 0.0778632 7.09125
258 4 1.4545500000000002 6.1048
258 3 1.4643799999999998 3.77315
258 7 0.41600000000000004 6.42399
258 8 0.678391 7.84635
258 1 1.0941400000000001 2.86435
258 5 0.658703 4.87368
259 4 1.43994 5.99999
259 3 1.47279 3.63013
259 1 1.11958 2.73659
259 2 0.359434 2.6074599999999997
259 8 0.664145 7.74742
259 7 0.404282 6.318569999999999
259 24 0.0824381 6.989109999999999
259 5 0.666203 4.76746
259 6 0.939098 6.54476
260 6 0.952568 6.43965
260 5 0.669915 4.66589
260 24 0.08586880000000001 6.87526
260 8 0.648653 7.643809999999999
260 9 1.25235 7.716559999999999
260 1 1.14711 2.60972
260 7 0.388427 6.20285
260 4 1.42806 5.90456
260 3 1.4681899999999999 3.49017
260 2 0.356468 2.44219
261 1 1.16807 2.47916
261 10 0.23997900000000003 7.85591
261 6 0.961438 6.3362099999999995
261 3 1.4577799999999999 3.35811
261 24 0.0920378 6.7608500000000005
261 5 0.6671980000000001 4.56443
261 7 0.369896 6.09035
261 2 0.365966 2.27313
261 8 0.6361290000000001 7.53578
261 4 1.43175 5.81575
261 9 1.2443600000000001 7.62731
262 24 0.102607 6.651330000000001
262 4 1.4450200000000002 5.732060000000001
262 6 0.958997 6.23853
262 2 0.38418599999999997 2.12857
262 9 1.23359 7.532190000000001
262 3 1.44799 3.2240499999999996
262 8 0.622353 7.43098
262 10 0.240926 7.780259999999999
262 1 1.17809 2.3450800000000003
262 5 0.663638 4.46044
262 7 0.349085 5.98364
263 7 0.336137 5.8866700000000005
263 1 1.17989 2.21802
263 24 0.111194 6.5504
263 5 0.661694 4.35657
263 3 1.44072 3.0772899999999996
263 9 1.22423 7.441369999999999
263 4 1.46175 5.64539
263 8 0.606909 7.33203
263 6 0.942238 6.14025
263 10 0.230427 7.70981
263 2 0.397104 2.00209
264 3 1.44507 2.93238
264 4 1.47748 5.550549999999999
264 24 0.10523099999999999 6.45807
264 2 0.416836 1.88049
264 7 0.333307 5.8011099999999995
264 1 1.1747400000000001 2.1009800000000003
264 8 0.589403 7.236180000000001
264 6 0.920201 6.04171
264 5 0.658569 4.24513
264 9 1.2170699999999999 7.35741
264 10 0.21618099999999998 7.64145
265 7 0.34342599999999995 5.72041
265 8 0.574323 7.136939999999999
265 5 0.658382 4.12864
265 24 0.09286910000000001 6.37854
265 9 1.216 7.2825
265 10 0.204423 7.5702
265 3 1.45177 2.80026
265 6 0.8967480000000001 5.93517
265 2 0.44231200000000004 1.7497399999999999
265 1 1.1644700000000001 1.98701
265 4 1.4989599999999998 5.45088
266 8 0.561662 7.03515
266 4 1.5185 5.3450999999999995
266 10 0.194897 7.49552
266 6 0.871526 5.82353
266 24 0.075114 6.29201
266 3 1.45759 2.6757
266 5 0.656998 4.00874
266 7 0.35594099999999995 5.63244
266 1 1.1493200000000001 1.86579
266 9 1.22543 7.21052
266 2 0.467637 1.61849
267 10 0.18293199999999998 7.42148
267 9 1.23762 7.13138
267 8 0.5555720000000001 6.92798
267 5 0.650873 3.8950299999999998
267 2 0.48558300000000004 1.45759
267 1 1.13509 1.7373500000000002
267 7 0.36822299999999997 5.5362599999999995
267 6 0.846264 5.71434
267 24 0.060539199999999994 6.19667
267 3 1.4581600000000001 2.54439
267 4 1.5378299999999998 5.23599
268 6 0.8243940000000001 5.61303
268 14 1.6202699999999999 7.727
268 7 0.38393099999999997 5.43501
268 21 0.5696800000000001 7.837960000000001
268 5 0.644695 3.78302
268 24 0.0468026 6.0823599999999995
268 8 0.553385 6.81535
268 10 0.166767 7.3428700000000005
268 4 1.5548 5.132580000000001
268 9 1.2460200000000001 7.0406200000000005
268 2 0.486918 1.29685
268 1 1.12924 1.6030099999999998
268 3 1.46528 2.40285
269 21 0.598314 7.74836
269 6 0.812893 5.51295
269 2 0.478842 1.15434
269 9 1.25096 6.93991
269 4 1.55525 5.037850000000001
269 5 0.639375 3.67685
269 8 0.553047 6.70439
269 14 1.60144 7.63958
269 10 0.147774 7.26241
269 24 0.0354075 5.96769
269 7 0.402192 5.3308100000000005
269 1 1.1392499999999999 1.47133
269 3 1.47396 2.25303
270 4 1.54888 4.95198
270 2 0.475635 1.01294
270 14 1.58259 7.5564800000000005
270 24 0.0182288 5.85187
270 8 0.554789 6.5941600000000005
270 3 1.4616900000000002 2.12035
270 7 0.421642 5.22715
270 5 0.637143 3.57659
270 10 0.127885 7.18607
270 1 1.1572799999999999 1.33873
270 21 0.618774 7.66871
270 6 0.81678 5.41802
270 9 1.25459 6.83743
271 6 0.832091 5.32326
271 21 0.6236119999999999 7.59512
271 11 1.02881 7.7992
271 2 0.477228 0.8607779999999999
271 9 1.26026 6.7397
271 7 0.43731499999999995 5.12702
271 1 1.1719199999999999 1.2010399999999999
271 4 1.53304 4.86622
271 24 -0.0012761 5.745259999999999
271 3 1.4470599999999998 1.9900499999999999
271 8 0.56494 6.488110000000001
271 10 0.10786 7.1165899999999995
271 14 1.5656999999999999 7.4808
271 5 0.636354 3.4810399999999997
272 14 1.5527799999999998 7.40736
272 5 0.637765 3.3846600000000002
272 11 1.01903 7.69461
272 10 0.0953965 7.05048
272 7 0.440309 5.03153
272 2 0.486309 0.706913
272 4 1.51454 4.77392
272 21 0.621365 7.514460000000001
272 6 0.848093 5.22315
272 3 1.43097 1.86352
272 8 0.573783 6.37423
272 1 1.19346 1.05981
272 9 1.26271 6.64714
272 24 -0.0168688 5.64283
273 21 0.620388 7.41885
273 2 0.496248 0.563703
273 11 1.01255 7.5987
273 3 1.41564 1.73604
273 7 0.43362 4.93639
273 8 0.577261 6.259049999999999
273 1 1.21754 0.918301
273 4 1.49222 4.67822
273 24 -0.014612799999999999 5.55754
273 10 0.08850920000000001 6.97997
273 14 1.54631 7.3376
273 5 0.6427299999999999 3.28885
273 9 1.26353 6.56766
273 6 0.865868 5.119940000000001
274 9 1.26377 6.48922
274 5 0.649019 3.19205
274 24 0.00720715 5.48373
274 12 0.0836266 7.85316
274 21 0.621074 7.310230000000001
274 8 0.577547 6.14419
274 7 0.42659199999999997 4.8388
274 3 1.3949600000000002 1.6015799999999998
274 2 0.51545 0.43332
274 10 0.08230420000000001 6.90346
274 14 1.5544200000000001 7.26802
274 4 1.46386 4.57853
274 1 1.23413 0.7798560000000001
274 11 1.01477 7.510879999999999
274 6 0.888394 5.01632
275 3 1.39177 1.4703600000000001
275 21 0.617881 7.198980000000001
275 9 1.25179 6.40796
275 6 0.909329 4.91553
275 24 0.0314451 5.41353
275 7 0.41779200000000005 4.73792
275 8 0.579283 6.02727
275 2 0.5355570000000001 0.319791
275 12 0.0775969 7.74836
275 1 1.2373699999999999 0.656885
275 14 1.5704 7.19298
275 10 0.0796878 6.820209999999999
275 11 1.026 7.428590000000001
275 4 1.43616 4.47323
275 5 0.6529609999999999 3.0936500000000002
276 14 1.5854300000000001 7.11214
276 1 1.2253 0.546692
276 12 0.0805405 7.642569999999999
276 9 1.2388299999999999 6.32326
276 7 0.408576 4.63257
276 8 0.582071 5.91057
276 24 0.0535323 5.33454
276 3 1.3901599999999998 1.3407200000000001
276 11 1.0405 7.343
276 21 0.61039 7.09571
276 10 0.0788075 6.73099
276 5 0.654246 2.99298
276 6 0.9271670000000001 4.81854
276 2 0.551748 0.20630800000000002
276 4 1.41317 4.37574
277 8 0.5812360000000001 5.8034799999999995
277 7 0.39504199999999995 4.52597
277 24 0.0713567 5.246989999999999
277 2 0.575395 0.0761471
277 11 1.05673 7.2494000000000005
277 1 1.20935 0.438266
277 3 1.3772 1.20169
277 6 0.9336570000000001 4.72175
277 21 0.6044120000000001 7.00179
277 12 0.08435409999999999 7.53829
277 14 1.59777 7.0265200000000005
277 5 0.65408 2.89069
277 9 1.22784 6.233569999999999
277 10 0.0861886 6.63844
277 4 1.39687 4.2820100000000005
277 13 0.6891280000000001 7.78895
278 1 1.19436 0.320856
278 11 1.07132 7.15386
278 9 1.20964 6.14212
278 5 0.64869 2.7904
278 10 0.0947854 6.54808
278 2 0.613008 -0.065434
278 7 0.378916 4.42107
278 12 0.09396800000000001 7.4398800000000005
278 8 0.580572 5.69651
278 24 0.09007059999999999 5.15084
278 14 1.6085800000000001 6.93889
278 13 0.6873309999999999 7.697089999999999
278 6 0.9232250000000001 4.6241
278 21 0.609901 6.917140000000001
278 4 1.39515 4.19386
278 3 1.3544999999999998 1.06024
279 2 0.642795 -0.206993
279 3 1.33201 0.904128
279 6 0.904238 4.52651
279 7 0.364554 4.3218
279 21 0.623321 6.83168
279 13 0.6845699999999999 7.607430000000001
279 11 1.08485 7.05951
279 24 0.110654 5.05753
279 8 0.585997 5.592169999999999
279 10 0.102685 6.45895
279 5 0.640141 2.69321
279 4 1.39995 4.1071
279 12 0.105503 7.34264
279 9 1.18572 6.049600000000001
