timestep ID X Y
29 1 1.36802 7.866319999999999
29 3 1.9253 7.76737
30 1 1.34933 7.74737
30 3 1.92563 7.6500699999999995
31 1 1.33191 7.62275
31 3 1.92537 7.54105
32 1 1.31407 7.491319999999999
32 3 1.9184200000000002 7.44766
33 1 1.29699 7.3552
33 3 1.9035300000000002 7.35612
34 1 1.27951 7.21564
34 3 1.88097 7.256609999999999
35 1 1.26067 7.08203
35 3 1.85532 7.14443
36 3 1.82771 7.0216899999999995
36 2 0.928147 7.79197
36 1 1.24425 6.95884
37 2 0.896955 7.6762
37 3 1.7976599999999998 6.89426
37 1 1.23447 6.83679
38 2 0.874772 7.56659
38 3 1.76698 6.7740800000000005
38 1 1.21864 6.719679999999999
39 2 0.85246 7.45611
39 3 1.74024 6.66889
39 1 1.19831 6.596480000000001
40 3 1.7180600000000001 6.57124
40 1 1.1767400000000001 6.46409
40 2 0.832889 7.338010000000001
41 1 1.15438 6.330940000000001
41 2 0.8164589999999999 7.212949999999999
41 3 1.70569 6.47049
42 1 1.13063 6.2043
42 2 0.8035890000000001 7.0875
42 3 1.69885 6.355460000000001
43 1 1.1079999999999999 6.08298
43 2 0.789542 6.96521
43 3 1.69309 6.22442
44 2 0.771644 6.84715
44 1 1.09107 5.9642
44 3 1.6904499999999998 6.08255
45 3 1.68537 5.93424
45 2 0.749446 6.72645
45 1 1.07484 5.84512
46 3 1.68065 5.79116
46 1 1.0585 5.71817
46 2 0.724024 6.60386
47 3 1.6688999999999998 5.6798
47 1 1.04045 5.58967
47 2 0.6977070000000001 6.4805399999999995
48 3 1.6512200000000001 5.5807
48 1 1.02854 5.45855
48 2 0.672785 6.35018
49 3 1.6291 5.482060000000001
49 1 1.01973 5.3313
49 2 0.649563 6.21809
50 2 0.627711 6.08893
50 1 1.01028 5.207229999999999
50 3 1.6092199999999999 5.3789
51 2 0.6072919999999999 5.959
51 1 0.9942319999999999 5.08449
51 3 1.59073 5.26511
52 2 0.590495 5.83436
52 3 1.57123 5.148250000000001
52 1 0.978507 4.96685
53 1 0.9668899999999999 4.84433
53 2 0.580677 5.71354
53 3 1.54972 5.03001
54 2 0.573451 5.58653
54 3 1.52677 4.91765
54 1 0.9515319999999999 4.72312
55 2 0.566165 5.45645
55 1 0.933086 4.60398
55 3 1.51361 4.80954
56 3 1.5109700000000001 4.70183
56 5 0.814619 7.74799
56 2 0.559733 5.32683
56 1 0.9133499999999999 4.48299
57 3 1.51253 4.58894
57 5 0.8103279999999999 7.66859
57 1 0.898802 4.35758
57 2 0.549839 5.20343
58 5 0.804154 7.57291
58 1 0.88748 4.2303500000000005
58 3 1.51644 4.46822
58 2 0.53752 5.0827100000000005
59 3 1.51968 4.3427999999999995
59 5 0.79813 7.46931
59 2 0.522343 4.959820000000001
59 7 1.9657200000000001 7.81196
59 1 0.879119 4.10699
60 7 1.94758 7.73629
60 1 0.872937 3.9808600000000003
60 5 0.801746 7.3651599999999995
60 2 0.503177 4.839049999999999
60 3 1.51986 4.21756
61 1 0.868394 3.8545999999999996
61 3 1.51595 4.09039
61 2 0.48981699999999995 4.71948
61 5 0.8116920000000001 7.26625
61 7 1.93792 7.66225
62 2 0.47448599999999996 4.60157
62 1 0.8655970000000001 3.7317
62 5 0.819034 7.175800000000001
62 7 1.9333799999999999 7.583600000000001
62 3 1.51048 3.97461
63 2 0.460341 4.4869900000000005
63 7 1.92743 7.49543
63 4 1.36507 7.69974
63 3 1.49522 3.86581
63 5 0.814948 7.09622
63 1 0.866629 3.61054
64 3 1.47061 3.77068
64 2 0.44909 4.369800000000001
