timeStep pedestrianId x y
1 1 0.7010000000000001 0.7010000000000001
1 2 1.1030000000000002 0.7010000000000001
1 3 1.5050000000000001 0.7010000000000001
1 4 1.907 0.7010000000000001
1 5 2.309 0.7010000000000001
1 6 2.7110000000000003 0.7010000000000001
1 7 3.113 0.7010000000000001
1 8 0.7010000000000001 1.1030000000000002
1 9 1.1030000000000002 1.1030000000000002
1 10 1.5050000000000001 1.1030000000000002
1 11 1.907 1.1030000000000002
1 12 2.309 1.1030000000000002
1 13 2.7110000000000003 1.1030000000000002
1 14 3.113 1.1030000000000002
1 15 0.7010000000000001 1.5050000000000001
1 16 1.1030000000000002 1.5050000000000001
1 17 1.5050000000000001 1.5050000000000001
1 18 1.907 1.5050000000000001
1 19 2.309 1.5050000000000001
1 20 2.7110000000000003 1.5050000000000001
1 21 3.113 1.5050000000000001
1 22 0.7010000000000001 1.907
1 23 1.1030000000000002 1.907
1 24 1.5050000000000001 1.907
1 25 1.907 1.907
1 26 2.309 1.907
1 27 2.7110000000000003 1.907
1 28 3.113 1.907
1 29 0.7010000000000001 2.309
1 30 1.1030000000000002 2.309
1 31 1.5050000000000001 2.309
1 32 1.907 2.309
1 33 2.309 2.309
1 34 2.7110000000000003 2.309
1 35 3.113 2.309
1 36 0.7010000000000001 2.7110000000000003
1 37 1.1030000000000002 2.7110000000000003
1 38 1.5050000000000001 2.7110000000000003
1 39 1.907 2.7110000000000003
1 40 2.309 2.7110000000000003
1 41 2.7110000000000003 2.7110000000000003
1 42 3.113 2.7110000000000003
1 43 0.7010000000000001 3.113
1 44 1.1030000000000002 3.113
1 45 1.5050000000000001 3.113
1 46 1.907 3.113
1 47 2.309 3.113
1 48 2.7110000000000003 3.113
1 49 3.113 3.113
1 50 0.7010000000000001 3.515
1 51 1.1030000000000002 3.515
1 52 1.5050000000000001 3.515
1 53 1.907 3.515
1 54 2.309 3.515
1 55 2.7110000000000003 3.515
1 56 3.113 3.515
1 57 0.7010000000000001 3.9170000000000003
1 58 1.1030000000000002 3.9170000000000003
1 59 1.5050000000000001 3.9170000000000003
1 60 1.907 3.9170000000000003
1 61 2.309 3.9170000000000003
1 62 2.7110000000000003 3.9170000000000003
1 63 3.113 3.9170000000000003
1 64 0.7010000000000001 4.319000000000001
1 65 1.1030000000000002 4.319000000000001
1 66 1.5050000000000001 4.319000000000001
1 67 1.907 4.319000000000001
1 68 2.309 4.319000000000001
1 69 2.7110000000000003 4.319000000000001
1 70 3.113 4.319000000000001
1 71 0.7010000000000001 4.721
1 72 1.1030000000000002 4.721
1 73 1.5050000000000001 4.721
1 74 1.907 4.721
1 75 2.309 4.721
1 76 2.7110000000000003 4.721
1 77 3.113 4.721
1 78 0.7010000000000001 5.123000000000001
1 79 1.1030000000000002 5.123000000000001
1 80 1.5050000000000001 5.123000000000001
1 81 1.907 5.123000000000001
1 82 2.309 5.123000000000001
1 83 2.7110000000000003 5.123000000000001
1 84 3.113 5.123000000000001
2 1 0.7010000000000001 0.7010000000000001
2 2 1.1030000000000002 0.7010000000000001
2 3 1.5050000000000001 0.7010000000000001
2 4 1.907 0.7010000000000001
2 5 2.309 0.7010000000000001
2 6 2.7110000000000003 0.7010000000000001
2 7 3.6879405439066315 0.9935136100577602
2 8 0.7010000000000001 1.1030000000000002
2 9 1.1030000000000002 1.1030000000000002
2 10 1.5050000000000001 1.1030000000000002
2 11 1.907 1.1030000000000002
2 12 2.309 1.1030000000000002
2 13 3.296543924612428 0.8910627190572872
2 14 3.625000465909993 1.4759186821673287
2 15 0.7010000000000001 1.5050000000000001
2 16 1.1030000000000002 1.5050000000000001
2 17 1.5050000000000001 1.5050000000000001
2 18 1.907 1.5050000000000001
2 19 2.714847056092291 1.2193913539032282
2 20 2.7110000000000003 1.5050000000000001
2 21 3.537591008299279 1.8576243435730286
2 22 0.7010000000000001 1.907
2 23 1.1030000000000002 1.907
2 24 1.5050000000000001 1.907
2 25 2.1011131188473997 1.7134199223034816
2 26 2.309 1.907
2 27 3.129815518757478 1.6968335759692774
2 28 3.3735432367391236 2.195893405953634
2 29 0.7010000000000001 2.309
2 30 1.1030000000000002 2.309
2 31 1.5050000000000001 2.309
2 32 1.9260499943401161 2.2299533099241864
2 33 2.623367882680747 2.0613137745693115
2 34 3.1815972477014047 2.0875312594838222
2 35 3.4123321645891145 2.561432583408459
2 36 0.7010000000000001 2.7110000000000003
2 37 1.1030000000000002 2.7110000000000003
2 38 1.5050000000000001 2.7110000000000003
2 39 2.196420568850729 2.512408826015939
2 40 2.6991664704540153 2.4482336317464966
2 41 2.3362027416338713 2.6484526132676134
2 42 3.4913714916497995 3.136428649172621
2 43 0.7010000000000001 3.113
2 44 1.1030000000000002 3.113
2 45 1.5050000000000001 3.113
2 46 2.3260252712934593 2.8689101972058753
2 47 2.857927938471598 2.8099990450968018
2 48 2.3387170843138563 3.032551260463801
2 49 3.3573408270857956 3.5302642317058575
2 50 0.7010000000000001 3.515
2 51 1.1030000000000002 3.515
2 52 1.7800951706093255 3.1576864948955876
2 53 1.907 3.515
2 54 2.652087748516359 3.2267183432879896
2 55 3.1585878600947566 3.162912916218464
2 56 3.113 3.515
2 57 0.7010000000000001 3.9170000000000003
2 58 1.3720243220711983 3.6518653177947002
2 59 1.5050000000000001 3.9170000000000003
2 60 2.295555062777535 3.6100174114533736
2 61 2.262766252636576 3.864669494742498
2 62 2.7296210169218247 3.836869115354123
2 63 3.5946127691313565 4.133098548913356
2 64 0.7010000000000001 4.319000000000001
2 65 1.0976982822137085 4.152879509362859
2 66 1.5050000000000001 4.319000000000001
2 67 1.9103436554473314 4.214232129316955
2 68 2.309 4.319000000000001
2 69 3.0214144511861636 4.025487241196003
2 70 3.6038035664591686 4.743413773168759
2 71 0.7010000000000001 4.721
2 72 1.1030000000000002 4.721
2 73 1.5050000000000001 4.721
2 74 1.907 4.721
2 75 2.8561913040997333 4.403107909046822
2 76 3.1514309682289787 4.554107569014228
2 77 3.5187574539485187 5.1377708287418935
2 78 0.6736244211612089 5.237199244637254
2 79 1.0826628160060592 5.206726997025824
2 80 1.5298765263680647 5.238912784294991
2 81 2.2809727963041997 4.898434534713001
2 82 2.1609589480784708 5.2710410519215305
2 83 2.7110000000000003 5.123000000000001
2 84 3.205047897556285 5.239722795845205
3 1 0.7010000000000001 0.7010000000000001
3 2 1.1030000000000002 0.7010000000000001
3 3 1.5050000000000001 0.7010000000000001
3 4 1.907 0.7010000000000001
3 5 2.309 0.7010000000000001
3 6 2.9161226494453247 0.7007671978814384
3 7 4.282661957599619 1.1941634549465987
3 8 0.7010000000000001 1.1030000000000002
3 9 1.1030000000000002 1.1030000000000002
3 10 1.5480020267273635 1.1058188163132114
3 11 2.022510703046492 1.1184528687396684
3 12 2.5209363543283447 1.1081388538414092
3 13 3.8961856820552434 0.7630791606969415
3 14 4.15463445983962 1.7934175655451468
3 15 0.7010000000000001 1.5050000000000001
3 16 1.1030000000000002 1.5050000000000001
3 17 1.5050000000000001 1.5050000000000001
3 18 1.9262469613721145 1.5838773504046315
3 19 2.95626061952857 1.1708332493643412
3 20 3.0722613107443832 1.322575053036351
3 21 3.9788566061720165 2.1945966841693942
3 22 0.7010000000000001 1.907
3 23 1.1030000000000002 1.907
3 24 1.5050000000000001 1.907
3 25 2.2952262376947994 1.5198398446069634
3 26 2.418626217194196 1.9570850241214333
3 27 3.5092725755853023 1.4702490944890514
3 28 3.6514282145366277 2.3829189247037093
3 29 0.7010000000000001 2.309
3 30 1.1030000000000002 2.309
3 31 1.5050000000000001 2.309
3 32 1.9451750752724162 2.150918383815515
3 33 2.9599563604937775 1.8519639669735593
