timeStep pedestrianId x y
1 1 47.901 12.101
1 2 48.303000000000004 12.101
1 3 48.705000000000005 12.101
1 4 49.107000000000006 12.101
1 5 47.901 12.503
1 6 48.303000000000004 12.503
1 7 48.705000000000005 12.503
1 8 49.107000000000006 12.503
1 9 47.901 12.905000000000001
1 10 48.303000000000004 12.905000000000001
1 11 48.705000000000005 12.905000000000001
1 12 49.107000000000006 12.905000000000001
1 13 47.901 13.307
1 14 48.303000000000004 13.307
1 15 48.705000000000005 13.307
1 16 49.107000000000006 13.307
1 17 47.901 13.709000000000001
1 18 48.303000000000004 13.709000000000001
1 19 48.705000000000005 13.709000000000001
1 20 49.107000000000006 13.709000000000001
1 21 1.3010000000000002 1.5010000000000001
1 22 1.7030000000000003 1.5010000000000001
1 23 2.1050000000000004 1.5010000000000001
1 24 1.3010000000000002 1.903
1 25 1.7030000000000003 1.903
1 26 2.1050000000000004 1.903
1 27 1.3010000000000002 2.305
1 28 1.7030000000000003 2.305
1 29 2.1050000000000004 2.305
1 30 1.3010000000000002 2.707
1 31 1.7030000000000003 2.707
1 32 2.1050000000000004 2.707
1 33 1.3010000000000002 3.109
1 34 1.7030000000000003 3.109
1 35 2.1050000000000004 3.109
1 36 1.3010000000000002 3.511
1 37 1.7030000000000003 3.511
1 38 2.1050000000000004 3.511
1 39 1.3010000000000002 3.9130000000000003
1 40 1.7030000000000003 3.9130000000000003
1 41 48.001 42.301
1 42 48.403 42.301
1 43 48.805 42.301
1 44 49.207 42.301
1 45 48.001 42.703
1 46 48.403 42.703
1 47 48.805 42.703
1 48 49.207 42.703
1 49 48.001 43.105000000000004
1 50 48.403 43.105000000000004
1 51 48.805 43.105000000000004
1 52 49.207 43.105000000000004
1 53 48.001 43.507000000000005
1 54 48.403 43.507000000000005
1 55 48.805 43.507000000000005
1 56 49.207 43.507000000000005
1 57 48.001 43.909
1 58 48.403 43.909
1 59 48.805 43.909
1 60 49.207 43.909
1 61 48.001 25.401
1 62 48.403 25.401
1 63 48.805 25.401
1 64 49.207 25.401
1 65 48.001 25.803
1 66 48.403 25.803
1 67 48.805 25.803
1 68 49.207 25.803
1 69 48.001 26.205
1 70 48.403 26.205
1 71 48.805 26.205
1 72 49.207 26.205
1 73 48.001 26.607
1 74 48.403 26.607
1 75 48.805 26.607
1 76 49.207 26.607
1 77 48.001 27.009
1 78 48.403 27.009
1 79 48.805 27.009
1 80 49.207 27.009
1 81 0.7010000000000001 31.1217729468599
1 82 1.1030000000000002 31.1217729468599
1 83 1.5050000000000001 31.1217729468599
1 84 1.907 31.1217729468599
1 85 0.7010000000000001 31.5237729468599
1 86 1.1030000000000002 31.5237729468599
1 87 1.5050000000000001 31.5237729468599
1 88 1.907 31.5237729468599
1 89 0.7010000000000001 31.925772946859897
1 90 1.1030000000000002 31.925772946859897
1 91 1.5050000000000001 31.925772946859897
1 92 1.907 31.925772946859897
1 93 0.7010000000000001 32.3277729468599
1 94 1.1030000000000002 32.3277729468599
1 95 1.5050000000000001 32.3277729468599
1 96 1.907 32.3277729468599
1 97 0.7010000000000001 32.729772946859896
1 98 1.1030000000000002 32.729772946859896
1 99 1.5050000000000001 32.729772946859896
1 100 1.907 32.729772946859896
1 101 1.201 25.080227053140096
1 102 1.6030000000000002 25.080227053140096
1 103 2.005 25.080227053140096
1 104 2.407 25.080227053140096
1 105 1.201 25.482227053140097
1 106 1.6030000000000002 25.482227053140097
1 107 2.005 25.482227053140097
1 108 2.407 25.482227053140097
1 109 1.201 25.884227053140094
1 110 1.6030000000000002 25.884227053140094
1 111 2.005 25.884227053140094
1 112 2.407 25.884227053140094
1 113 1.201 26.286227053140095
1 114 1.6030000000000002 26.286227053140095
1 115 2.005 26.286227053140095
1 116 2.407 26.286227053140095
1 117 1.201 26.688227053140096
1 118 1.6030000000000002 26.688227053140096
1 119 2.005 26.688227053140096
1 120 2.407 26.688227053140096
2 1 47.901 12.101
2 2 48.303000000000004 12.101
2 3 48.705000000000005 12.101
2 4 49.107000000000006 12.101
2 5 47.901 12.503
2 6 48.303000000000004 12.503
2 7 48.705000000000005 12.503
2 8 49.107000000000006 12.503
2 9 47.901 12.905000000000001
2 10 48.303000000000004 12.905000000000001
2 11 48.705000000000005 12.905000000000001
2 12 49.107000000000006 12.905000000000001
2 13 47.901 13.307
2 14 48.303000000000004 13.307
2 15 48.705000000000005 13.307
2 16 49.107000000000006 13.307
2 17 47.901 13.709000000000001
2 18 48.303000000000004 13.709000000000001
2 19 48.705000000000005 13.709000000000001
2 20 49.107000000000006 13.709000000000001
2 21 1.3010000000000002 1.5010000000000001
2 22 1.7030000000000003 1.5010000000000001
2 23 2.1050000000000004 1.5010000000000001
2 24 1.3010000000000002 1.903
2 25 1.7030000000000003 1.903
2 26 2.1050000000000004 1.903
2 27 1.3010000000000002 2.305
2 28 1.7030000000000003 2.305
2 29 2.1050000000000004 2.305
2 30 1.3010000000000002 2.707
2 31 1.7030000000000003 2.707
2 32 2.1050000000000004 2.707
2 33 1.3010000000000002 3.109
2 34 1.7030000000000003 3.109
2 35 2.1050000000000004 3.109
2 36 1.3010000000000002 3.511
2 37 1.7030000000000003 3.511
2 38 2.1050000000000004 3.511
2 39 1.3010000000000002 3.9130000000000003
2 40 1.7030000000000003 3.9130000000000003
2 41 48.001 42.301
2 42 48.403 42.301
