timestep ID X Y
0 1 0.277049 1.3058500000000002
0 4 1.3837799999999998 1.12202
0 5 1.5053100000000001 3.34567
0 6 1.59314 2.07249
0 7 0.184562 3.5427
0 8 1.10842 3.5230200000000003
0 9 0.6448269999999999 3.73286
0 10 1.15552 4.09352
0 11 0.123862 4.08681
0 12 0.642294 4.59935
0 14 0.421977 5.08909
0 15 0.032330700000000004 5.74767
0 16 0.820222 5.15292
0 17 -0.0775449 4.5500799999999995
0 188 1.3932 -0.584748
0 187 0.770521 -0.45467399999999997
0 186 1.43316 0.46228
0 185 1.0394700000000001 0.107986
0 184 0.460905 0.07534930000000001
0 183 0.309973 0.5521670000000001
0 3 0.920191 2.0212
0 2 0.392077 1.88756
0 182 0.96757 0.9247660000000001
1 10 1.1555 4.09251
1 11 0.124131 4.08656
1 12 0.642923 4.59852
1 16 0.8211390000000001 5.152290000000001
1 3 0.919186 2.01159
1 9 0.6446810000000001 3.7323500000000003
1 17 -0.0786518 4.55158
1 8 1.10838 3.52265
1 2 0.39303600000000005 1.89067
1 7 0.18495799999999998 3.54207
1 182 0.9690040000000001 0.9256310000000001
1 187 0.769473 -0.454933
1 183 0.307397 0.547014
1 1 0.28139600000000003 1.30768
1 185 1.03897 0.10810700000000001
1 188 1.3949600000000002 -0.585344
1 14 0.42156799999999994 5.08883
1 15 0.0383045 5.7383500000000005
1 5 1.50456 3.3433699999999997
1 4 1.3845500000000002 1.12042
1 6 1.59318 2.06785
1 184 0.461762 0.0759234
1 186 1.43326 0.46428600000000003
2 3 0.916257 2.0025399999999998
2 1 0.286505 1.3108199999999999
2 7 0.18552600000000002 3.54134
2 11 0.124369 4.08617
2 6 1.59191 2.06388
2 16 0.821844 5.15211
2 185 1.03874 0.10810499999999999
2 184 0.462369 0.0756768
2 12 0.643971 4.59662
2 187 0.7687309999999999 -0.45506399999999997
2 8 1.10835 3.5221199999999997
2 183 0.305929 0.546751
2 186 1.4336000000000002 0.466903
2 17 -0.0804628 4.5519
2 9 0.64436 3.7319400000000003
2 188 1.39709 -0.58386
2 5 1.50357 3.34113
2 15 0.0422579 5.73337
2 14 0.421441 5.08882
2 182 0.9682559999999999 0.926348
2 4 1.3847 1.1206399999999999
2 2 0.39500300000000005 1.89689
2 10 1.15556 4.0917
3 8 1.10819 3.5211099999999997
3 3 0.907314 1.9934399999999999
3 4 1.3848500000000001 1.12041
3 2 0.39805100000000004 1.90001
3 185 1.03926 0.107357
3 7 0.185898 3.54069
3 183 0.30345300000000003 0.550984
3 187 0.767911 -0.455009
3 1 0.29017 1.31486
3 14 0.421639 5.08941
3 15 0.0443583 5.73182
3 184 0.463429 0.0746788
3 186 1.43412 0.469947
3 188 1.40022 -0.581879
3 10 1.15548 4.09185
3 11 0.12429 4.08603
3 12 0.6449370000000001 4.59413
3 5 1.50042 3.34089
3 9 0.644008 3.73146
3 16 0.82219 5.15235
3 17 -0.08228619999999999 4.55218
3 182 0.965924 0.9271250000000001
3 6 1.58535 2.05829
