timestep ID X Y
-12 153 0.420766 0.013831500000000002
-12 154 0.816961 -0.757247
-12 155 1.06152 -0.0563235
-12 7 1.33294 0.913957
-11 7 1.33352 0.9089700000000001
-11 153 0.421843 0.00979025
-11 155 1.06044 -0.0616911
-11 154 0.817435 -0.757547
-10 7 1.33363 0.9052169999999999
-10 153 0.423296 0.00712241
-10 154 0.8180299999999999 -0.757236
-10 155 1.06334 -0.067857
-9 7 1.3337100000000002 0.9015439999999999
-9 153 0.425966 0.0030668699999999998
-9 155 1.06956 -0.0718604
-9 154 0.818442 -0.7571169999999999
-8 7 1.33406 0.8984340000000001
-8 155 1.07251 -0.0730985
-8 154 0.81902 -0.757073
-8 153 0.426087 0.00275831
-7 7 1.3348900000000001 0.897042
-7 154 0.81974 -0.756563
-7 155 1.0649899999999999 -0.0753982
-7 153 0.428885 0.0018209600000000002
-6 7 1.3359800000000002 0.89669
-6 154 0.820449 -0.755672
-6 153 0.42745399999999995 -0.00057349
-6 155 1.0634000000000001 -0.0781459
-5 154 0.8210729999999999 -0.7551439999999999
-5 153 0.43325600000000003 -0.0031400499999999997
-5 7 1.3378899999999998 0.8952490000000001
-5 155 1.0667900000000001 -0.0740667
-4 7 1.3410900000000001 0.8927309999999999
-4 154 0.821665 -0.755118
-4 153 0.43755499999999997 -0.0035659600000000004
-4 155 1.06603 -0.0769861
-3 155 1.0669199999999999 -0.08281219999999999
-3 154 0.822247 -0.754864
-3 7 1.34541 0.890194
-3 153 0.44207 -0.0021616499999999998
-2 7 1.35203 0.8836780000000001
-2 154 0.82272 -0.754439
-2 155 1.07012 -0.086698
-2 153 0.445352 -0.00138989
-1 7 1.35804 0.876449
-1 155 1.07157 -0.08857390000000001
-1 154 0.82308 -0.754258
-1 153 0.446426 -0.00221516
0 10 1.11818 3.95966
0 14 0.48973599999999995 5.6640999999999995
0 9 0.219851 3.51051
0 11 0.118108 4.3422
0 1 0.21338100000000002 1.25304
0 8 1.6516399999999998 3.26531
0 2 0.503724 2.58699
0 7 1.3713399999999998 0.877092
0 12 -0.103122 5.13885
0 153 0.445745 -0.00403788
0 6 1.2339499999999999 3.40166
0 5 1.0342799999999999 2.65075
0 155 1.07151 -0.0882573
0 4 0.907518 1.3568799999999999
0 154 0.823574 -0.7540739999999999
0 13 0.6146240000000001 5.02579
0 3 0.593512 3.08695
1 9 0.219146 3.5073200000000004
1 12 -0.08658300000000001 5.13957
1 153 0.445174 -0.0063241700000000005
1 6 1.235 3.40188
1 3 0.5950719999999999 3.08786
1 4 0.90405 1.35857
1 1 0.210989 1.25623
1 11 0.12185800000000001 4.34318
1 8 1.65103 3.26535
1 155 1.07283 -0.087385
1 13 0.6126400000000001 5.02985
1 5 1.0504900000000001 2.64864
1 7 1.37696 0.877241
1 14 0.49099200000000004 5.66202
1 154 0.823753 -0.753519
1 2 0.508293 2.5868700000000002
1 10 1.11691 3.95638
2 5 1.0678 2.64596
2 1 0.210476 1.25874
2 155 1.07585 -0.08434240000000001
2 14 0.49223100000000003 5.65984
2 6 1.23583 3.4023899999999996
2 10 1.1154300000000001 3.95356
2 8 1.65021 3.2652300000000003
2 9 0.21757400000000002 3.50289
2 4 0.9009139999999999 1.35921
2 12 -0.0709442 5.1397699999999995
2 11 0.125387 4.3442
2 3 0.594999 3.08816
2 13 0.605557 5.03709
2 2 0.513304 2.58706
2 7 1.38956 0.877557
2 154 0.823928 -0.7526139999999999
2 153 0.44581000000000004 -0.006075850000000001
3 2 0.517044 2.5877999999999997
3 6 1.2364199999999999 3.40298
3 8 1.64995 3.26493
3 153 0.44743 -0.00455313
3 7 1.40233 0.871177
3 14 0.493369 5.658239999999999
3 12 -0.056928799999999995 5.139500000000001
3 5 1.0814700000000002 2.64145
3 154 0.824035 -0.7518689999999999
3 11 0.12872899999999998 4.3453
3 9 0.21626599999999999 3.49993
3 13 0.5943200000000001 5.04588
3 1 0.210314 1.2635399999999999
3 3 0.594999 3.08816
3 155 1.07711 -0.0853494
3 4 0.898919 1.35736
3 10 1.11436 3.9516199999999997
4 7 1.4089599999999998 0.864802
4 11 0.13273 4.34649
4 13 0.580081 5.05572
4 3 0.5945170000000001 3.0889100000000003
4 153 0.44644300000000003 -0.00321882
4 4 0.898196 1.3525999999999998
4 10 1.11471 3.9492000000000003
4 8 1.64988 3.2647899999999996
4 6 1.23648 3.40358
4 9 0.215375 3.49719
4 155 1.07905 -0.0873137
4 14 0.494456 5.65615
4 1 0.208685 1.26892
4 154 0.8238460000000001 -0.751464
4 2 0.522802 2.5879000000000003
4 5 1.09113 2.6361700000000003
4 12 -0.0445457 5.13905
5 9 0.21393 3.4955399999999996
5 10 1.11592 3.94714
5 8 1.6501599999999998 3.26473
5 154 0.823674 -0.750817
5 2 0.528111 2.58765
5 6 1.23633 3.40414
5 5 1.0997 2.6314100000000002
5 1 0.207183 1.27193
5 155 1.07989 -0.0897684
5 14 0.495362 5.6540099999999995
5 4 0.8972060000000001 1.3493000000000002
5 153 0.442559 -0.0027266
5 11 0.136134 4.3473500000000005
5 3 0.5934969999999999 3.08875
5 7 1.41344 0.861425
5 13 0.5653320000000001 5.06403
5 12 -0.0338428 5.13816
6 10 1.11802 3.94543
6 12 -0.0257923 5.13734
6 4 0.8969710000000001 1.34944
6 9 0.211635 3.4922199999999997
6 155 1.0781999999999998 -0.089618
6 13 0.551498 5.07193
6 1 0.20776499999999998 1.2753100000000002
6 3 0.595667 3.0902
6 11 0.139826 4.3482400000000005
6 14 0.495962 5.65178
6 2 0.5321 2.58722
6 7 1.41546 0.863571
6 154 0.823334 -0.749968
6 153 0.437489 -0.00318247
6 8 1.65026 3.26487
6 5 1.1072199999999999 2.6287900000000004
6 6 1.2365000000000002 3.40497
7 153 0.43278700000000003 -0.0021720999999999997
7 10 1.12212 3.94298
7 6 1.23675 3.4058699999999997
7 3 0.59526 3.08949
7 7 1.41594 0.868681
7 155 1.0784 -0.0914077
7 9 0.21000800000000003 3.4884199999999996
7 8 1.6506100000000001 3.26493
7 154 0.823079 -0.7492650000000001
7 5 1.11391 2.6222000000000003
7 1 0.207407 1.27811
7 4 0.8961939999999999 1.3494
7 2 0.538141 2.5892399999999998
7 13 0.5394380000000001 5.0798000000000005
7 14 0.49668100000000004 5.65029
7 12 -0.020739399999999998 5.13654
7 11 0.143672 4.34924
8 11 0.147575 4.35001
8 14 0.496503 5.64855
8 6 1.23686 3.4066300000000003
8 10 1.12663 3.9405599999999996
8 4 0.8955759999999999 1.3520599999999998
8 12 -0.0174748 5.13545
8 9 0.208616 3.48497
8 153 0.429 -0.0009166920000000001
8 5 1.12013 2.6172000000000004
8 7 1.4150999999999998 0.873793
8 3 0.5958829999999999 3.08866
8 155 1.07981 -0.09596539999999999
8 2 0.545419 2.59178
8 13 0.527506 5.0865800000000005
8 8 1.65101 3.26484
8 1 0.207128 1.27824
8 154 0.8226690000000001 -0.749002
9 1 0.209492 1.27968
9 12 -0.0163795 5.13379
9 6 1.23747 3.4071800000000003
9 14 0.49581899999999995 5.64672
9 9 0.207041 3.48312
9 153 0.428053 0.0007650360000000001
9 7 1.4133799999999999 0.877801
9 2 0.5519149999999999 2.5948599999999997
9 8 1.65126 3.2646499999999996
9 5 1.1245 2.61204
9 10 1.13024 3.93876
9 154 0.821957 -0.748399
9 3 0.5940259999999999 3.0884199999999997
9 11 0.15215299999999998 4.35096
9 155 1.08598 -0.100504
9 4 0.895599 1.35453
9 13 0.51448 5.09347
10 2 0.555322 2.5971499999999996
10 14 0.49491799999999997 5.64544
10 11 0.156746 4.35231
10 4 0.895546 1.35553
10 5 1.1251600000000002 2.61084
10 8 1.65103 3.26487
10 13 0.501668 5.10027
10 6 1.23827 3.40772
10 155 1.09032 -0.10585900000000001
10 12 -0.016811100000000002 5.13212
10 7 1.41071 0.8817159999999999
10 9 0.20451799999999998 3.48147
10 1 0.209492 1.27968
10 153 0.428883 0.00323994
10 3 0.592973 3.08841
10 154 0.821056 -0.747436
10 10 1.13434 3.93652
11 2 0.558037 2.59914
11 6 1.23962 3.4081099999999998
11 9 0.20333500000000002 3.48067
11 3 0.590332 3.08782
11 153 0.43089700000000003 0.00614861
11 14 0.493685 5.64483
11 4 0.895737 1.35531
11 10 1.1378 3.93502
11 7 1.4048699999999998 0.885776
11 11 0.16151900000000002 4.35365
11 154 0.819842 -0.7468819999999999
11 5 1.12524 2.61062
11 13 0.48930999999999997 5.1057999999999995
11 155 1.09477 -0.10406399999999999
11 12 -0.019359 5.1310199999999995
11 8 1.65108 3.26538
11 1 0.211345 1.27687
12 154 0.818494 -0.7468710000000001
12 7 1.3960599999999999 0.890098
12 153 0.433975 0.00870282
12 12 -0.0235689 5.13027
12 3 0.588654 3.0881
12 1 0.212409 1.27555
12 2 0.56028 2.60133
12 4 0.8976510000000001 1.35492
12 8 1.6513200000000001 3.26589
12 9 0.203418 3.4789800000000004
12 10 1.14101 3.9341199999999996
12 6 1.24036 3.40835
12 155 1.0978400000000001 -0.09956519999999999
12 13 0.47874099999999997 5.10886
12 14 0.491934 5.644769999999999
12 5 1.1233899999999999 2.61082
12 11 0.166037 4.35471
13 2 0.562669 2.6033
13 154 0.817316 -0.746775
13 7 1.38341 0.896436
13 8 1.6514199999999999 3.26656
13 9 0.20446 3.47659
13 153 0.43614400000000003 0.0109996
13 10 1.14289 3.93343
13 12 -0.0290331 5.12994
13 11 0.170777 4.35575
13 13 0.46852200000000005 5.11189
13 1 0.21503499999999998 1.2744799999999998
13 155 1.09781 -0.0966478
13 4 0.899725 1.35417
13 5 1.12104 2.61125
13 6 1.24135 3.40847
13 3 0.586638 3.08722
13 14 0.489929 5.645359999999999
14 5 1.12104 2.61125
14 4 0.9000060000000001 1.35605
14 153 0.437921 0.011774199999999999
14 1 0.21566400000000002 1.27173
14 6 1.2420499999999999 3.40902
14 3 0.58478 3.08699
14 8 1.65103 3.26723
14 154 0.81648 -0.74653
14 12 -0.0345113 5.1298
14 2 0.565322 2.60516
14 14 0.48780999999999997 5.64672
14 155 1.09684 -0.08964069999999999
14 7 1.371 0.902831
14 13 0.461032 5.11414
14 11 0.17561900000000003 4.35736
14 10 1.1446800000000001 3.9325099999999997
14 9 0.205454 3.4747399999999997
15 10 1.14555 3.9317599999999997
15 13 0.455569 5.11824
15 2 0.567971 2.60745
15 6 1.24254 3.4096300000000004
15 11 0.180377 4.35909
15 3 0.582599 3.08612
15 12 -0.03999 5.129700000000001
15 1 0.215816 1.26797
15 4 0.901872 1.3567099999999999
15 9 0.207196 3.47392
15 14 0.485716 5.64847
15 8 1.65053 3.26798
15 5 1.12154 2.61103
15 155 1.09734 -0.08307840000000001
15 154 0.815373 -0.746503
15 7 1.35927 0.911002
15 153 0.43932699999999997 0.0129477
16 14 0.483842 5.65006
16 6 1.2424899999999999 3.4100099999999998
16 153 0.440104 0.014511099999999999
16 11 0.18474000000000002 4.35999
16 154 0.814183 -0.747011
16 7 1.3497700000000001 0.9146989999999999
16 1 0.21549700000000002 1.26626
16 2 0.572236 2.60986
16 13 0.454525 5.12263
16 4 0.9009480000000001 1.3589799999999999
16 8 1.65036 3.26831
16 3 0.580822 3.0868400000000005
16 12 -0.0455647 5.12908
16 9 0.20893699999999998 3.4754500000000004
16 155 1.0987900000000002 -0.08114089999999999
16 5 1.12234 2.61396
16 10 1.1451900000000002 3.93171
17 8 1.65001 3.26875
17 9 0.209969 3.4770999999999996
17 5 1.12334 2.61664
17 153 0.44097200000000003 0.015709900000000002
17 13 0.456404 5.12783
17 4 0.9004859999999999 1.3618899999999998
17 14 0.481994 5.651409999999999
17 11 0.18865500000000002 4.3607
17 2 0.579085 2.61343
17 3 0.580292 3.08717
17 12 -0.0509734 5.1281799999999995
17 1 0.215589 1.26293
17 10 1.14435 3.9319
17 6 1.24246 3.41033
17 7 1.3413499999999998 0.919686
17 155 1.09861 -0.08490030000000001
17 154 0.812713 -0.747567
18 153 0.44110900000000003 0.0168267
18 7 1.33353 0.925878
18 6 1.2426300000000001 3.4106599999999996
18 155 1.09236 -0.0992928
18 14 0.480346 5.65276
18 1 0.21658000000000002 1.2621200000000001
18 2 0.58795 2.61719
18 9 0.21132 3.47877
18 4 0.901814 1.36191
18 8 1.64975 3.2694
18 10 1.14296 3.93233
18 12 -0.055918 5.1273599999999995
18 3 0.578435 3.0869299999999997
18 154 0.81104 -0.7480870000000001
18 11 0.192682 4.36161
18 13 0.462506 5.1335299999999995
18 5 1.12472 2.6176799999999996
19 14 0.478833 5.65441
19 1 0.218749 1.26137
19 12 -0.060388700000000003 5.12696
19 4 0.90146 1.3597700000000001
19 2 0.596749 2.6205200000000004
19 3 0.577642 3.08771
19 6 1.2425199999999998 3.41091
19 10 1.14121 3.9327699999999997
19 8 1.64956 3.2699900000000004
19 11 0.196413 4.3628800000000005
19 5 1.12077 2.61928
19 9 0.212244 3.47986
19 7 1.32601 0.9311119999999999
19 153 0.440492 0.0182889
19 154 0.809428 -0.7489950000000001
19 155 1.0843800000000001 -0.13172
19 13 0.47076500000000004 5.139589999999999
20 4 0.900501 1.3601599999999998
20 11 0.199744 4.36388
20 14 0.477502 5.65607
20 1 0.221406 1.261
20 12 -0.0638101 5.12659
20 153 0.439546 0.0198839
20 13 0.477885 5.14609
20 7 1.32006 0.9366490000000001
20 154 0.807895 -0.7502
20 3 0.576862 3.08692
20 155 1.07423 -0.172052
20 6 1.24221 3.411
20 9 0.213017 3.4810000000000003
20 8 1.6500700000000001 3.27044
20 5 1.12009 2.6225
